"StockSymbol";"BloombergTicker";"YahooTicker";"StockName";"StockCurrency";"CountryName";"IndustryName";"SectorName";"BusinessSummary"
"MVST.US";"MVST UN Equity";"MVST";"Microvast Holdings, Inc.";"USD";"United States";"Electrical Equipment & Parts";"Industrials";"Microvast Holdings, Inc. designs, develops, and manufactures battery systems for electric vehicles and energy storage systems in the United States, China, rest of the Asia Pacific, and Europe. The company offers a range of cell chemistries, such as lithium titanate oxide, lithium iron phosphate, and nickel manganese cobalt version 1 and 2. It also designs, develops, and manufactures battery components, such as cathode, anode, electrolyte, and separator. In addition, the company offers battery solutions for commercial vehicles and energy storage systems. Its commercial vehicle markets cover buses, trains, mining trucks, marine and port applications, and automated guided and specialty vehicles, as well as light, medium, heavy-duty trucks. Microvast Holdings, Inc. was incorporated in 2006 and is headquartered in Stafford, Texas."
"TME.US";"TME US Equity";"TME";"Tencent Music Entertainment Group";"USD";"China";"Internet Content & Information";"Communication Services";"Tencent Music Entertainment Group operates online music entertainment platforms to provide music streaming, online karaoke, and live streaming services in the People's Republic of China. It offers QQ Music, Kugou Music, and Kuwo Music that enable users to discover music in personalized ways; and WeSing, which enables users to sing from its library of karaoke songs and share their performances in audio or video formats with friends. The company also operates QQ Music, Kugou Music, Kuwo Music, WeSing, Kugou Live, and Kuwo Live that provides an interactive online stage for performers and users to showcase their talent and engage with a diverse audience base; and Lazy Audio, an audio platform. In addition, it sells music-related merchandise, including Kugou headsets, smart speakers, WeSing karaoke microphones, and Hi-Fi systems; and offers online music event ticketing services, as well as services to smart device and automobile makers to build and operate music services on devices and vehicles. The company is based in Shenzhen, China. Tencent Music Entertainment Group is a subsidiary of Tencent Holdings Limited."
"CCL.US";"CCL US Equity";"CCL";"Carnival Corporation & plc";"USD";"United States";"Travel Services";"Consumer Cyclical";"Carnival Corporation & plc engages in the provision of leisure travel services. The company operates a fleet of more than 90 ships visit approximately 700 ports under AIDA Cruises, Carnival Cruise Line, Costa Cruises, Cunard, Holland America Line, Princess Cruises, P&O Cruises (Australia), P&O Cruises (UK), and Seabourn brand names. It also provides port destinations and other services, as well as owns and owns and operates hotels, lodges, glass-domed railcars, and motorcoaches. The company sells its cruises primarily through travel agents, tour operators, vacation planners, and websites. It operates in the United States, Canada, Continental Europe, the United Kingdom, Australia, New Zealand, Asia, and internationally. Carnival Corporation & plc was founded in 1972 and is headquartered in Miami, Florida."
"SDC.US";"SDC US Equity";"SDC";"SmileDirectClub, Inc.";"USD";"United States";"Medical Instruments & Supplies";"Healthcare";"SmileDirectClub, Inc., an oral care company, offers clear aligner therapy treatment. The company manages the end-to-end process, which include marketing, aligner manufacturing, fulfillment, treatment by a customer's dentist or orthodontist, and facilitating remote clinical monitoring through a network of orthodontists and general dentists through its proprietary teledentistry platform, SmileCheck in the United States, Puerto Rico, Canada, Australia, the United Kingdom, New Zealand, Ireland, Hong Kong, Germany, Singapore, France, Spain, and Austria. It also offers aligners, impression and whitening kits, whitening gels, and retainers; and toothbrushes, toothpastes, water flossers, SmileSpa, and various ancillary oral care products. The company was founded in 2014 and is headquartered in Nashville, Tennessee."
"AFRM.US";"AFRM US Equity";"AFRM";"Affirm Holdings, Inc.";"USD";"United States";"Software—Infrastructure";"Technology";"Affirm Holdings, Inc. operates a platform for digital and mobile-first commerce in the United States, Canada, and internationally. The company's platform includes point-of-sale payment solution for consumers, merchant commerce solutions, and a consumer-focused app. Its commerce platform, agreements with originating banks, and capital markets partners enables consumers to pay for a purchase over time with terms ranging from one to sixty months. As of June 30, 2022, the company had approximately 235,000 merchants integrated on its platform covering small businesses, large enterprises, direct-to-consumer brands, brick-and-mortar stores, and companies with an omni-channel presence. Its merchants represent a range of industries, including sporting goods and outdoors, furniture and homewares, travel and ticketing, apparel, accessories, consumer electronics, and jewelry. Affirm Holdings, Inc. was founded in 2012 and is headquartered in San Francisco, California."
"V.US";"V US Equity";"V";"Visa Inc.";"USD";"United States";"Credit Services";"Financial Services";"Visa Inc. operates as a payments technology company worldwide. The company operates VisaNet, a transaction processing network that enables authorization, clearing, and settlement of payment transactions. It also offers credit, debit, and prepaid card products; tap to pay, tokenization, click to pay; Visa Direct, a real-time payments network; Visa B2B Connect, a multilateral B2B cross-border payments network; Visa Treasury as a Service, a cross-border consumer payments business; and Visa DPS that provides a range of value added services, including fraud mitigation, dispute management, data analytics, campaign management, a suite of digital solutions, and contact center services. Further, the; company provides Cybersource, a payment management platform; and risk and identity solutions, such as Visa Advanced Authorization, Visa Secure, Visa Advanced Identity Score, and Visa Consumer Authentication Service; and Visa Consulting and Analytics, a payments consulting advisory services. It provides its services under the Visa, Visa Electron, Interlink, VPAY, and PLUS brands. The company serves consumers, merchants, financial institutions, and government entities. Visa Inc. was founded in 1958 and is headquartered in San Francisco, California."
"MSTR.US";"MSTR US Equity";"MSTR";"MicroStrategy Incorporated";"USD";"United States";"Software—Application";"Technology";"MicroStrategy Incorporated provides enterprise analytics software and services in the United States, Canada, Europe, the Middle East, Africa, and internationally. It offers MicroStrategy, an enterprise analytics software platform that enables users to create visualizations, customize apps, and embed analytics directly into workflows; and MicroStrategy Cloud Environment, a managed software-as-a-service solution, which offers always-on threat monitoring and enables rapid analytics development and deployment to deliver security and data privacy requirements. The company also provides MicroStrategy Support that helps customers to achieve their system availability and uptime goals, and to improve the overall experience through highly responsive troubleshooting and proactive technical product support. In addition, it offers MicroStrategy Consulting, which offers customers with architecture and implementation services to help them quickly realize results, as well as helps to achieve returns on investment derived from understanding of data; and MicroStrategy Education that provides free and paid learning options, as well as holds and acquires bitcoin. The company offers its services through enterprise sales force and channel partners. It serves companies from a range of industries, including banking, technology, consulting, manufacturing, insurance, healthcare, and telecommunications, as well as the public sector. The company was incorporated in 1989 and is headquartered in Tysons Corner, Virginia."
"RKLB.US";"RKLB UN Equity";"RKLB";"Rocket Lab USA, Inc.";"USD";"United States";"Aerospace & Defense";"Industrials";"Rocket Lab USA, Inc., a space company, provides launch services and space systems solutions for the space and defense industries. The company provides launch services, spacecraft design services, spacecraft components, spacecraft manufacturing, and other spacecraft and on-orbit management solutions; and constellation management services, as well as designs and manufactures small and medium-class rockets. It also designs, manufactures, and sells Electron small orbital launch vehicles and the Photon satellite platforms, as well as developing the Neutron 8-ton payload class launch vehicle; conducts remote launch activities; and designs and manufactures a range of components and subsystems for the Photon family of spacecraft and broader merchant spacecraft components. The company serves commercial, aerospace prime contractors, and government customers. Rocket Lab USA, Inc. was founded in 2006 and is headquartered in Long Beach, California."
"LYFT.US";"LYFT US Equity";"LYFT";"Lyft, Inc.";"USD";"United States";"Software—Application";"Technology";"Lyft, Inc. operates a peer-to-peer marketplace for on-demand ridesharing in the United States and Canada. The company operates multimodal transportation networks that offer riders personalized and on-demand access to various mobility options. It provides Ridesharing Marketplace, which connects drivers with riders; Express Drive, a flexible car rentals program for drivers; Lyft Rentals that provides vehicles for long-distance trips; and a network of shared bikes and scooters in various cities to address the needs of riders for short trips. The company also integrates third-party public transit data into the Lyft app to offer riders various transportation options. In addition, it offers access to autonomous vehicles; centralized tools and enterprise transportation solutions, such as concierge transportation solutions for organizations; Lyft Pink subscription plans; Lyft Pass commuter programs; first-mile and last-mile services; and university safe rides programs. The company was formerly known as Zimride, Inc. and changed its name to Lyft, Inc. in April 2013. Lyft, Inc. was incorporated in 2007 and is headquartered in San Francisco, California."
"GEO.US";"GEO US Equity";"GEO";"The GEO Group, Inc.";"USD";"United States";"Security & Protection Services";"Industrials";"The GEO Group, Inc. (NYSE: GEO) is a leading diversified government service provider, specializing in design, financing, development, and support services for secure facilities, processing centers, and community reentry centers in the United States, Australia, South Africa, and the United Kingdom. GEO's diversified services include enhanced in-custody rehabilitation and post-release support through the award-winning GEO Continuum of Care®, secure transportation, electronic monitoring, community-based programs, and correctional health and mental health care. GEO's worldwide operations include the ownership and/or delivery of support services for 102 facilities totaling approximately 82,000 beds, including idle facilities and projects under development, with a workforce of up to approximately 18,000 employees."
"HPQ.US";"HPQ US Equity";"HPQ";"HP Inc.";"USD";"United States";"Computer Hardware";"Technology";"HP Inc. provides personal computing and other access devices, imaging and printing products, and related technologies, solutions, and services in the United States and internationally. The company operates through three segments: Personal Systems, Printing, and Corporate Investments. The Personal Systems segment offers commercial and consumer desktops and notebooks, workstations, commercial mobility devices, thin clients, retail point-of-sale systems, displays and peripherals, software, support, and services, as well as video conferencing solutions, cameras, headsets, voice, and related software products. The Printing segment provides consumer and commercial printer hardware, supplies, solutions, and services, as well as focuses on graphics and 3D imaging solutions in the commercial and industrial markets. The Corporate Investments segment is involved in the HP Labs and business incubation, and investment projects. It serves individual consumers, small- and medium-sized businesses, and large enterprises, including customers in the government, health, and education sectors. The company was formerly known as Hewlett-Packard Company and changed its name to HP Inc. in October 2015. HP Inc. was founded in 1939 and is headquartered in Palo Alto, California."
"DNN.US";"DNN US Equity";"DNN";"Denison Mines Corp.";"USD";"Canada";"Uranium";"Energy";"Denison Mines Corp. operates as a uranium exploration and development company in Canada. Its flagship project is the 95% interest owned Wheeler River uranium project covering an area of approximately 300,000 hectares located in the Athabasca Basin region in northern Saskatchewan. The company was formerly known as International Uranium Corporation and changed its name to Denison Mines Corp. in December 2006. Denison Mines Corp. was incorporated in 1954 and is headquartered in Toronto, Canada."
"CHPT.US";"CHPT US Equity";"CHPT";"ChargePoint Holdings, Inc.";"USD";"United States";"Specialty Retail";"Consumer Cyclical";"ChargePoint Holdings, Inc., together with its subsidiaries, provides electric vehicle (EV) charging networks and charging solutions in the United States and internationally. It offers a portfolio of hardware, software, and services for commercial, fleet, and residential customers. ChargePoint Holdings, Inc. was founded in 2007 and is headquartered in Campbell, California."
"CSCO.US";"CSCO US Equity";"CSCO";"Cisco Systems, Inc.";"USD";"United States";"Communication Equipment";"Technology";"Cisco Systems, Inc. designs, manufactures, and sells Internet Protocol based networking and other products related to the communications and information technology industry in the Americas, Europe, the Middle East, Africa, the Asia Pacific, Japan, and China. The company also offers switching portfolio encompasses campus switching as well as data center switching; enterprise routing portfolio interconnects public and private wireline and mobile networks, delivering highly secure, and reliable connectivity to campus, data center and branch networks; wireless products include wireless access points that are standalone, controller appliance-based, switch-converged, and Meraki cloud-managed offerings; and compute portfolio including the cisco unified computing system, hyperflex, and software management capabilities, which combine computing, networking, and storage infrastructure management and virtualization. In addition, it provides Internet for the future product consists of routed optical networking, 5G, silicon, and optics solutions; collaboration products, such as meetings, collaboration devices, calling, contact center, and communication platform as a service; end-to-end security product consists of network security, cloud security, security endpoints, unified threat management, and zero trust; and optimized application experiences products including full stack observability and cloud-native platform. Further, the company offers a range of service and support options for its customers, including technical support and advanced services and advisory services. It serves businesses of various sizes, public institutions, governments, and service providers. The company sells its products and services directly, as well as through systems integrators, service providers, other resellers, and distributors. Cisco Systems, Inc. has strategic alliances with other companies. Cisco Systems, Inc. was incorporated in 1984 and is headquartered in San Jose, California."
"ATVI.US";"ATVI US Equity";"ATVI";"Activision Blizzard, Inc.";"USD";"United States";"Electronic Gaming & Multimedia";"Communication Services";"Activision Blizzard, Inc., together with its subsidiaries, develops and publishes interactive entertainment content and services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company operates through three segments: Activision, Blizzard, and King. It develops and distributes content and services on video game consoles, personal computers, and mobile devices, including subscription, full-game, and in-game sales, as well as by licensing software to third-party or related-party companies that distribute Activision and Blizzard products. The company also maintains a proprietary online gaming service, Battle.net that facilitates digital distribution of content, online social connectivity, and the creation of user-generated content. In addition, it operates esports leagues and offer digital advertising content; and provides warehousing, logistics, and sales distribution services to third-party publishers of interactive entertainment software, as well as manufacturers of interactive entertainment hardware products. The company's key product franchises include Call of Duty, World of Warcraft, Diablo, Hearthstone, Overwatch, Overwatch League, and Candy Crush. It serves retailers and distributors, including mass-market retailers, consumer electronics stores, discount warehouses, and game specialty stores through third-party distribution and licensing arrangements. The company is headquartered in Santa Monica, California."
"STNE.US";"STNE US Equity";"STNE";"StoneCo Ltd.";"USD";"Cayman Islands";"Software—Infrastructure";"Technology";"StoneCo Ltd. provides financial technology solutions to merchants and integrated partners to conduct electronic commerce across in-store, online, and mobile channels in Brazil. It distributes its solutions, principally through proprietary Stone Hubs, which offer hyper-local sales and services; and technology and solutions to digital merchants through sales and technical personnel and software vendors, as well as sells solutions to brick-and-mortar and digital merchants through sales team. As of December 31, 2021, the company served approximately 1,766,100 clients primarily small-and-medium-sized businesses; and marketplaces, e-commerce platforms, and integrated software vendors. StoneCo Ltd. was founded in 2000 and is headquartered in George Town, the Cayman Islands."
"WBA.US";"WBA US Equity";"WBA";"Walgreens Boots Alliance, Inc.";"USD";"United States";"Pharmaceutical Retailers";"Healthcare";"Walgreens Boots Alliance, Inc. operates as a pharmacy-led health and beauty retail company. It operates through two segments, the United States and International. The United States segment sells prescription drugs and an assortment of retail products, including health, wellness, beauty, personal care, consumable, and general merchandise products through its retail drugstores. It also provides central specialty pharmacy services and mail services. The company operates under the Walgreens and Duane Reade brands in the United States. The International segment sells prescription drugs; and health and wellness, beauty, personal care, and other consumer products through its pharmacy-led health and beauty retail stores and optical practices, as well as through boots.com and an integrated mobile application. It also engages in pharmaceutical wholesaling and distribution business in Germany. The company operates retail stores under the Boots, Benavides, and Ahumada in the United Kingdom, Thailand, Norway, the Republic of Ireland, the Netherlands, Mexico, and Chile. Walgreens Boots Alliance, Inc. was founded in 1901 and is based in Deerfield, Illinois."
"SCHW.US";"SCHW US Equity";"SCHW";"The Charles Schwab Corporation";"USD";"United States";"Capital Markets";"Financial Services";"The Charles Schwab Corporation, together with its subsidiaries, operates as a savings and loan holding company that provides wealth management, securities brokerage, banking, asset management, custody, and financial advisory services. The company operates in two segments, Investor Services and Advisor Services. It offers brokerage accounts with equity and fixed income trading, margin lending, options trading, futures and forex trading, and cash management capabilities, including certificates of deposit; third-party mutual funds through the Mutual Fund Marketplace and Mutual Fund OneSource service, as well as mutual fund trading and clearing services to broker-dealers; exchange-traded funds; advisory solutions for managed portfolios, separately managed accounts, customized personal advice for tailored portfolios, specialized planning, and full-time portfolio management; banking products comprising checking and savings accounts, first lien residential real estate mortgage loans, home equity lines of credit, and pledged asset lines; and trust custody services, personal trust reporting services, and administrative trustee services. It also provides digital retirement calculators; integrated web-, mobile-, and software-based trading platforms, real-time market data, options trading, premium research, and multi-channel access; self-service education and support tools; online research and analysis tools; equity compensation plan sponsors full-service recordkeeping for stock plans, stock options, restricted stock, performance shares, and stock appreciation rights; and retirement plan services. The Company operates domestic branch offices in 48 states and the District of Columbia, as well as locations in Puerto Rico, the United Kingdom, Hong Kong, and Singapore. The Charles Schwab Corporation was founded in 1971 and is headquartered in Westlake, Texas."
"MCD.US";"MCD US Equity";"MCD";"McDonald's Corporation";"USD";"United States";"Restaurants";"Consumer Cyclical";"McDonald's Corporation operates and franchises McDonald's restaurants in the United States and internationally. The company's restaurants offer hamburgers and cheeseburgers, chicken sandwiches and nuggets, fries, salads, shakes, frozen desserts, sundaes, soft serve cones, bakery items, soft drinks, coffee, and beverages and other beverages, as well as breakfast menu, including muffins, Sausages, biscuit and bagel sandwiches, oatmeal, hash browns, breakfast burritos and hotcakes. McDonald's Corporation was founded in 1940 and is headquartered in Chicago, Illinois."
"NCLH.US";"NCLH US Equity";"NCLH";"Norwegian Cruise Line Holdings Ltd.";"USD";"United States";"Travel Services";"Consumer Cyclical";"Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in North America, Europe, the Asia-Pacific, and internationally. The company operates the Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises brands. It offers itineraries ranging from three days to a 180-days calling on various locations, including destinations in Scandinavia, Russia, the Mediterranean, the Greek Isles, Alaska, Canada and New England, Hawaii, Asia, Tahiti and the South Pacific, Australia and New Zealand, Africa, India, South America, the Panama Canal, and the Caribbean. It distributes its products through retail/travel advisor and onboard cruise sales channels, as well as meetings, incentives, and charters. The company was founded in 1966 and is based in Miami, Florida."
"CVX.US";"CVX US Equity";"CVX";"Chevron Corporation";"USD";"United States";"Oil & Gas Integrated";"Energy";"Chevron Corporation, through its subsidiaries, engages in the integrated energy and chemicals operations in the United States and internationally. The company operates in two segments, Upstream and Downstream. The Upstream segment is involved in the exploration, development, production, and transportation of crude oil and natural gas; liquefaction, transportation, and regasification associated with liquefied natural gas; transportation of crude oil through pipelines; and processing, transportation, storage, and marketing of natural gas, as well as a gas-to-liquids plant. The Downstream segment refines crude oil into petroleum products; markets crude oil, refined products, and lubricants; manufactures and markets renewable fuels; transports crude oil and refined products by pipeline, marine vessel, motor equipment, and rail car; and manufactures and markets commodity petrochemicals, plastics for industrial uses, and fuel and lubricant additives. The company was formerly known as ChevronTexaco Corporation and changed its name to Chevron Corporation in 2005. Chevron Corporation was founded in 1879 and is headquartered in San Ramon, California."
"JD.US";"JD US Equity";"JD";"JD.com, Inc.";"USD";"China";"Internet Retail";"Consumer Cyclical";"JD.com, Inc. provides supply chain-based technologies and services in the People's Republic of China. The company offers computers, communication, and consumer electronics products, as well as home appliances; and general merchandise products comprising food, beverage and fresh produce, baby and maternity products, furniture and household goods, cosmetics and other personal care items, pharmaceutical and healthcare products, industrial products, books, automobile accessories, apparel and footwear, bags, and jewelry. It also provides online marketplace services for third-party merchants; marketing services; and omni-channel solutions to customers and offline retailers, as well as online healthcare services. In addition, the company develops, owns, and manages its logistics facilities and other real estate properties to support third parties; offers asset management services for logistics property investors and the sale of development properties; and engages in online retail business. Further, it provides integrated data, technology, business, and user management industry solutions to support the digitization of enterprises and institutions. The company was formerly known as 360buy Jingdong Inc. and changed its name to JD.com, Inc. in January 2014. JD.com, Inc. was incorporated in 2006 and is headquartered in Beijing, the People's Republic of China."
"ABBV.US";"ABBV US Equity";"ABBV";"AbbVie Inc.";"USD";"United States";"Drug Manufacturers—General";"Healthcare";"AbbVie Inc. discovers, develops, manufactures, and sells pharmaceuticals worldwide. The company offers Humira, a therapy administered as an injection for autoimmune, intestinal Behçet's diseases, and pyoderma gangrenosum; Skyrizi to treat moderate to severe plaque psoriasis, psoriatic disease, and Crohn's disease; Rinvoq, a JAK inhibitor to treat rheumatoid and psoriatic arthritis, ankylosing spondylitis, atopic dermatitis, axial spondyloarthropathy, and ulcerative colitis; Imbruvica for the treatment of adult patients with blood cancers; and Venclexta/Venclyxto to treat hematological malignancies. It also provides facial injectables, plastics and regenerative medicine, body contouring, and skincare products; Vraylar for depressive disorder; Duopa and Duodopa to treat advanced Parkinson's disease; and Ubrelvy for the acute treatment of migraine with or without aura in adults; Qulipta for episodic migraine. In addition, the company offers Lumigan/Ganfort and Alphagan/Combigan for the reduction of elevated intraocular pressure(IOP) in patients with open angle glaucoma (OAG) or ocular hypertension; Restasis, a calcineurin inhibitor immunosuppressant indicated to increase tear production; and eye care products. Further, it provides Mavyret/Maviret to treat chronic hepatitis C virus (HCV) genotype 1-6 infection and HCV genotype 1 infection; Creon, a pancreatic enzyme therapy; Lupron to treat advanced prostate cancer, endometriosis and central precocious puberty, and patients with anemia caused by uterine fibroids; Linzess/Constella to treat irritable bowel syndrome with constipation and chronic idiopathic constipation; and Synthroid for hypothyroidism. It has collaborations with Calico Life Sciences LLC; REGENXBIO Inc.; I-Mab Biopharma; Genmab A/S; Janssen Biotech, Inc.; and Genentech, Inc. The company was incorporated in 2012 and is headquartered in North Chicago, Illinois."
"GRPN.US";"GRPN US Equity";"GRPN";"Groupon, Inc.";"USD";"United States";"Internet Content & Information";"Communication Services";"Groupon, Inc., together with its subsidiaries, operates a marketplace that connects consumers to merchants. It operates in two segments, North America and International. The company sells goods or services on behalf of third-party merchants; and first-party goods inventory. It serves customers through its mobile applications and websites. The company was formerly known as ThePoint.com, Inc. and changed its name to Groupon, Inc. in October 2008. Groupon, Inc. was incorporated in 2008 and is headquartered in Chicago, Illinois."
"STAG.US";"STAG US Equity";"STAG";"STAG Industrial, Inc.";"USD";"United States";"REIT—Industrial";"Real Estate";"STAG Industrial, Inc. (NYSE: STAG) is a real estate investment trust focused on the acquisition and operation of single-tenant, industrial properties throughout the United States. By targeting this type of property, STAG has developed an investment strategy that helps investors find a powerful balance of income plus growth."
"GOEV.US";"GOEV US Equity";"GOEV";"Canoo Inc.";"USD";"United States";"Auto Manufacturers";"Consumer Cyclical";"Canoo Inc., a mobility technology company, designs, engineers, develops, and manufactures electric vehicles for commercial and consumer markets in the United States. The company offers lifestyle delivery vehicles, lifestyle vehicles, multi-purpose delivery vehicles, and pickups. It also provides multi-purpose platform architecture is a self-contained, fully functional rolling chassis that directly houses the critical components for operation of an EV. Canoo Inc. was founded in 2017 and is headquartered in Torrance, California."
"FSM.US";"FSM US Equity";"FSM";"Fortuna Silver Mines Inc.";"USD";"Canada";"Gold";"Basic Materials";"Fortuna Silver Mines Inc. engages in the precious and base metal mining in Argentina, Burkina Faso, Mexico, Peru, and Côte d'Ivoire. It holds interest in the Caylloma silver, lead, and zinc mine located in southern Peru; the San Jose silver and gold mine located in southern Mexico; the Lindero gold project located in Northern Argentina; Yaramoko gold mine located in south western Burkina Faso; and Séguéla gold mine located in south western Côte d'Ivoire. The company was formerly known as Fortuna Ventures Inc. and changed its name to Fortuna Silver Mines Inc. in June 2005. Fortuna Silver Mines Inc. was incorporated in 1990 and is based in Vancouver, Canada."
"GM.US";"GM US Equity";"GM";"General Motors Company";"USD";"United States";"Auto Manufacturers";"Consumer Cyclical";"General Motors Company designs, builds, and sells trucks, crossovers, cars, and automobile parts; and provide software-enabled services and subscriptions worldwide. The company operates through GM North America, GM International, Cruise, and GM Financial segments. It markets its vehicles primarily under the Buick, Cadillac, Chevrolet, GMC, Baojun, and Wuling brand names. The company also sells trucks, crossovers, cars, and automobile parts through retail dealers, and distributors and dealers, as well as to fleet customers, including daily rental car companies, commercial fleet customers, leasing companies, and governments. In addition, it offers range of after-sale services through dealer network, such as maintenance, light repairs, collision repairs, vehicle accessories, and extended service warranties; and safety and security services for retail and fleet customers, including automatic crash response, emergency services, roadside assistance, crisis assist, stolen vehicle assistance, and turn-by-turn navigation. Further, the company provides connected services comprising mobile applications for owners to remotely control their vehicles and electric vehicle owners to locate charging stations, on-demand vehicle diagnostics, GM Smart Driver, Amazon Alexa in-vehicle voice, Google's Voice Assistant, navigation and app ecosystem, connected navigation, SiriusXM with 360L, and 4G LTE wireless connectivity. Additionally, the company provides automotive financing and insurance services; and software-enabled services and subscriptions. General Motors Company was founded in 1908 and is headquartered in Detroit, Michigan."
"OHI.US";"OHI US Equity";"OHI";"Omega Healthcare Investors, Inc.";"USD";"United States";"REIT—Healthcare Facilities";"Real Estate";"Omega is a REIT that invests in the long-term healthcare industry, primarily in skilled nursing and assisted living facilities. Its portfolio of assets is operated by a diverse group of healthcare companies, predominantly in a triple-net lease structure. The assets span all regions within the U.S., as well as in the U. K."
"RUN.US";"RUN US Equity";"RUN";"Sunrun Inc.";"USD";"United States";"Solar";"Technology";"Sunrun Inc. engages in the design, development, installation, sale, ownership, and maintenance of residential solar energy systems in the United States. It also sells solar energy systems and products, such as panels and racking; and solar leads generated to customers. In addition, the company offers battery storage along with solar energy systems; and sells services to commercial developers through multi-family and new homes. Its primary customers are residential homeowners. The company markets and sells its products through direct-to-consumer approach across online, retail, mass media, digital media, canvassing, field marketing, and referral channels, as well as its partner network. Sunrun Inc. was founded in 2007 and is headquartered in San Francisco, California."
"TGTX.US";"TGTX US Equity";"TGTX";"TG Therapeutics, Inc.";"USD";"United States";"Biotechnology";"Healthcare";"TG Therapeutics, Inc., a commercial stage biopharmaceutical company, focuses on the acquisition, development, and commercialization of novel treatments for B-cell diseases. It provides BRIUMVI, an anti-CD20 monoclonal antibody for the treatment of adult patients with relapsing forms of multiple sclerosis (RMS), including clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease in adults. The company's development pipeline comprises Umbralisib, an oral inhibitor of PI3K-delta inhibitor for the treatment of CLL, marginal zone lymphoma, and follicular lymphoma; TG-1701 is an orally available and covalently-bound Bruton's tyrosine kinase (BTK) inhibitor that exhibits selectivity to BTK in vitro kinase screening; and TG-1801, a bispecific CD47 and CD19 antibody. Its research pipeline includes various investigational medicines. The company has license agreements with LFB Biotechnologies S.A.S; GTC Biotherapeutics; LFB/GTC LLC; Ildong Pharmaceutical Co. Ltd.; and Rhizen Pharmaceuticals, S A. for the development and commercialization of umbralisib; Jiangsu Hengrui Medicine Co.; Novimmune SA; and Jubilant Biosys, as well as collaboration agreement with Checkpoint Therapeutics, Inc. for the development and commercialization of anti-PD-L1 and anti-GITR antibody research programs in the field of hematological malignancies. TG Therapeutics, Inc. was incorporated in 1993 and is based in Morrisville, North Carolina."
"FTNT.US";"FTNT US Equity";"FTNT";"Fortinet, Inc.";"USD";"United States";"Software—Infrastructure";"Technology";"Fortinet, Inc. provides cybersecurity and networking solutions worldwide. It offers FortiGate hardware and software licenses that provide various security and networking functions, including firewall, intrusion prevention, anti-malware, virtual private network, application control, web filtering, anti-spam, and wide area network acceleration. The company also provides FortiSwitch product family that offers secure switching solutions for connecting customers their end devices; FortiAP product family, which provides secure wireless networking solutions; FortiExtender, a hardware appliance; FortiAnalyzer product family, which offers centralized network logging, analyzing, and reporting solutions; and FortiManager product family that provides centralized network logging, analyzing and reporting solutions. It offers FortiWeb product family provides web application firewall solutions; FortiMail product family that secure email gateway solutions; FortiSandbox technology that delivers proactive detection and mitigation services; FortiClient that provides endpoint protection with pattern-based anti-malware, behavior-based exploit protection, web-filtering, and an application firewall; FortiAuthenticator, a zero trust access solution; FortiGate VM, a network firewall virtual appliance; FortiToken, product family for multi-factor authentication to safeguard systems, assets, and data; and FortiEDR/XDR, an endpoint protection solution that provides both machine-learning anti-malware protection and remediation. It provides security subscription, technical support, professional, and training services. It sells its security solutions to channel partners and directly to various customers in telecommunications, technology, government, financial services, education, retail, manufacturing, and healthcare industries. It has strategic alliance with Linksys. The company was incorporated in 2000 and is headquartered in Sunnyvale, California."
"CRBP.US";"CRBP US Equity";"CRBP";"Corbus Pharmaceuticals Holdings, Inc.";"USD";"United States";"Biotechnology";"Healthcare";"Corbus Pharmaceuticals Holdings, Inc., a biopharmaceutical company, develops products to defeat serious illness. It develops CRB-701, an antibody drug conjugate (ADC) that targets the expression of Nectin-4 on cancer cells to release a cytotoxic payload of monomethyl auristatin E (MMAE), which is in Phase I clinical trial; CRB-601, an anti-integrin monoclonal antibody that blocks the activation of TGFß expressed on cancer cells for the treatment of solid tumors; CRB-913, an endocannabinoid small molecule drug for the treatment of obesity and related metabolic diseases; and lenabasum, an oral molecule that selectively activates cannabinoid receptor type 2 (CB2), which is in Phase II clinical trial or the treatment of inflammation and fibrosis. It has a licensing agreement with Jenrin Discovery, LLC to develop and commercialize the licensed products, including the Jenrin library of approximately 600 compounds, and multiple issued and pending patent filings. The company was incorporated in 2009 and is based in Norwood, Massachusetts."
"LAZR.US";"LAZR US Equity";"LAZR";"Luminar Technologies, Inc.";"USD";"United States";"Auto Parts";"Consumer Cyclical";"Luminar Technologies, Inc., an automotive technology company, provides sensor technologies and software for passenger cars and commercial trucks in North America, the Asia Pacific, Europe, and the Middle East. It operates in two segments, Autonomy Solutions and Advanced Technologies and Services. The Autonomy Solutions segment designs, manufactures, and sells laser imaging, detection, and ranging sensors or lidars, as well as related perception and autonomy software solutions primarily for original equipment manufacturers in the automobile, commercial vehicle, robo-taxi, and adjacent industries. The Advanced Technologies and Services segment develops application-specific integrated circuits, pixel-based sensors, and advanced lasers. This segment also designs, tests, and provides consulting services for non-standard integrated circuits for use in automobile and aeronautics sector, as well as government spending in military and defense activities. The company was founded in 2012 and is headquartered in Orlando, Florida."
